term1,term2,score
microbiota-host,microbiota-triggered,0.8490566037735849
cadmium,arsenic,0.8490566037735849
nest,nestling,0.8490566037735849
sewage,effluent,0.8490566037735849
pig,cattle,0.8490566037735849
lemurs,capuchins,0.8490566037735849
chemotherapy-induced,cancer,0.8490566037735849
microbiota-induced,xenomicrobiota,0.8490566037735849
goat,sheep,0.8490566037735849
adolescents,toddlers,0.8461538461538461
antiretroviral,retroviral,0.8461538461538461
legume,pea,0.8461538461538461
leopard,fox,0.8461538461538461
psoriasis,arthritis,0.8461538461538461
diarrhoea,constipation,0.8461538461538461
labrador,terrier,0.8461538461538461
bronchitis,emphysema,0.8461538461538461
treatment,medicine,0.8461538461538461
glycans,carbohydrate,0.8461538461538461
atherosclerosis,osteoporosis,0.8461538461538461
hunter-gatherer,gatherers,0.8461538461538461
skin,acne,0.8461538461538461
microbiota-bile,microbiome-derived,0.8461538461538461
casein,dairy,0.8461538461538461
koala,lemurs,0.8461538461538461
legume,cowpea,0.8461538461538461
marmoset,chimpanzee,0.8461538461538461
mycobiome,mictobiota,0.8461538461538461
rectum,ileum,0.8461538461538461
epilepsy,neuropathy,0.8461538461538461
bear,deer,0.8461538461538461
bonobo,monkey,0.8461538461538461
marine,algae,0.8461538461538461
breeda,breedb,0.8461538461538461
inflammatory bowel disease,gastroenteritis,0.8461538461538461
capuchins,chimpanzee,0.8461538461538461
turtle,iguana,0.84375
animal,cat,0.84375
rice,legume,0.84375
mycobiota,hypha,0.8431372549019608
colonbiome,microbiome-based,0.8431372549019608
human-gut,microbiota-liver,0.8431372549019608
lake,beach,0.8431372549019608
polyomavirus,parvovirus,0.8431372549019608
ampicillin-treated,gentamicin-treated,0.8431372549019608
overweight,obesity-related,0.8431372549019608
bran,grain,0.8431372549019608
dog,retriever,0.8431372549019608
stream,river,0.8431372549019608
hookworm,helminth,0.8431372549019608
plant,vegetation,0.8431372549019608
gut-derived,gut-brain,0.8431372549019608
saccharide,polysaccharide,0.8431372549019608
vagina,urogenital,0.8421052631578947
retroviral,herpesvirus,0.8421052631578947
forest,savanna,0.8421052631578947
zimbabwe,namibia,0.8421052631578947
microbiota-mediated,host-microbiota,0.8421052631578947
mom,baby,0.8421052631578947
iguana,reptile,0.8421052631578947
malnutrition,anorexia nervosa,0.8421052631578947
tracheobronchial,airways,0.8421052631578947
botswana,zimbabwe,0.8421052631578947
reconstitution,reconstitute,0.8421052631578947
microbiota-host,microbiota-liver,0.8421052631578947
embryo,placenta,0.8421052631578947
pneumonia,asthma,0.8412698412698413
duck,rabbit,0.84
fox,eagle,0.84
colonoscopy,colorectal,0.84
microbiota-induced,microbiota-dependent,0.84
cefotaxime,cephalosporin,0.84
rat,vole,0.84
glucomannan,psyllium,0.84
tobacco,cigarette,0.84
gastroenteritis,enteritis,0.84
poultry,chicken,0.84
bronchus,asthma,0.84
pups,pup,0.84
phagocytes,macrophage,0.84
pups,puppies,0.84
pancreas,kidney,0.84
reproductive-age,puberty,0.84
cavity,caries,0.84
sarracenia,zostera,0.84
frog,rabbit,0.84
cricket,beetle,0.8387096774193549
opioid,opioids,0.8378378378378378
human-vaginal,vagina,0.8378378378378378
mannan,mannose,0.8378378378378378
antibiotic-resistance,antibiotic-associated,0.8378378378378378
antibiotic-treated,streptomycin-treated,0.8378378378378378
fructooligosaccharide,disaccharide,0.8367346938775511
tokyo,kyoto,0.8367346938775511
disease,diabetes mellitus,0.8367346938775511
dongargaon,lanzhou,0.8367346938775511
metageonomic,metagenoma,0.8367346938775511
atherosclerosis,diabetes mellitus,0.8367346938775511
antibiotic,ampicilin,0.8367346938775511
fox,cat,0.8367346938775511
lipid,fatty,0.8367346938775511
immune-mediated,immunologically,0.8367346938775511
unsaturated,polyunsaturated,0.8367346938775511
microbiota-induced,microbiota-associated,0.8367346938775511
endometrium,ovary,0.8367346938775511
walnut,bran,0.8367346938775511
mother,baby,0.8367346938775511
gastritis,reflux,0.8367346938775511
mouse,hamster,0.8367346938775511
primate,monkey,0.8367346938775511
lupus,erythematosus,0.8367346938775511
pylorus,antrum,0.8367346938775511
peripartum,intrapartum,0.8360655737704918
microbiota-based,gut-microbiome,0.8360655737704918
macaque,bonobo,0.8360655737704918
orchard,shrubland,0.8360655737704918
prairie,grassland,0.8360655737704918
rice,maize,0.8360655737704918
airways,bronchitis,0.8333333333333334
teat,vulva,0.8333333333333334
carotid,aorta,0.8333333333333334
mucosae,gingiva,0.8333333333333334
fox,deer,0.8333333333333334
penicillin,ampicilin,0.8333333333333334
prairie,woodland,0.8333333333333334
grass,leaf,0.8333333333333334
immunoglobulin,cytokine,0.8333333333333334
gut-microbiota,microbiota-based,0.8333333333333334
lymphoma,leukemia,0.8333333333333334
cherry,cranberry,0.8333333333333334
enteritis,enterocolitis,0.8333333333333334
ampicillin,cefoperazone,0.8333333333333334
animal,bird,0.8333333333333334
gestational,placenta,0.8333333333333334
autoimmunity,immunologic,0.8333333333333334
legume,grain,0.8333333333333334
aspirates,aspirate,0.8333333333333334
raspberry,banana,0.8333333333333334
antibiotic-treated,gentamicin-treated,0.8333333333333334
microbiome-derived,microbiota-associated,0.8333333333333334
hyperlipidemia,prediabetes,0.8333333333333334
spondyloarthritis,rheumatism,0.8333333333333334
industry,manufacturing,0.8333333333333334
pneumonia,bronchitis,0.8333333333333334
kuwait,shanghai,0.8333333333333334
calf,rabbit,0.8333333333333334
rectum,colon,0.8333333333333334
pancreatitis,kidney,0.8333333333333334
cervix uteri,vulva,0.8333333333333334
brain,cerebral,0.8333333333333334
manure,compost,0.8333333333333334
weaning,pre-weaning,0.8333333333333334
unfrozen,thawing,0.8333333333333334
diet-dependent,high-fiber,0.8333333333333334
canaries,parrot,0.8333333333333334
bee,sparrow,0.8309859154929577
high-sugar,high-sucrose,0.8305084745762712
mictobiota,mycobiota,0.8305084745762712
lemur,marmoset,0.8305084745762712
hypertension,obesity,0.8305084745762712
dentition,dentine,0.8305084745762712
gallbladder,liver,0.8305084745762712
hepatosteatosis,cholestasis,0.8305084745762712
orchard,tree,0.8305084745762712
labrador,beagle,0.8305084745762712
orchard,farm,0.8305084745762712
saccharide,carbohydrate,0.8305084745762712
leaf,tree,0.8305084745762712
lymphoma,melanoma,0.8305084745762712
forest,tree,0.8297872340425532
fidaxomicin,rifaximin,0.8297872340425532
hindgut,colon,0.8297872340425532
exogenous,endogenous,0.8297872340425532
forest,wood,0.8297872340425532
grassland,woodland,0.8297872340425532
immunopathology,autoimmunity,0.8297872340425532
recto,colon,0.8297872340425532
sea,whale,0.8297872340425532
virus-induced,virus-like,0.8297872340425532
gastroesophageal,colorectal,0.8297872340425532
microbiota-host,mycobiota,0.8297872340425532
farm,barn,0.8297872340425532
adenocarcinoma,tumor,0.8297872340425532
cefotaxime,amoxicillin,0.8297872340425532
carcinoma,adenoma,0.8297872340425532
arthritis,sclerosis,0.8297872340425532
osteopenia,arthritis,0.8297872340425532
malignant,malignancy,0.8297872340425532
boy,child,0.8297872340425532
bronch,airways,0.8297872340425532
marine,coral reef,0.8297872340425532
teat,vagina,0.8297872340425532
rectum,anus,0.8297872340425532
bird,bear,0.8285714285714286
chimp,bat,0.8285714285714286
tuberculosis,typhoid fever,0.8285714285714286
morphine,opiate,0.8285714285714286
terrier,beagle,0.8285714285714286
ampicilin,aztreonam,0.8285714285714286
encephalomyelitis,encephalitis,0.8275862068965517
apple,walnut,0.8275862068965517
fibromyalgia,neuropathy,0.8275862068965517
beetle,cockroach,0.8275862068965517
immune-related,immune-mediated,0.8275862068965517
gerbil,animal,0.8275862068965517
inbred,outbred,0.8275862068965517
microbiota-host,microbiome-derived,0.8275862068965517
microbiota-dependent,microbiome-wide,0.8275862068965517
legume,plant,0.8275862068965517
dairy,lactose,0.8275862068965517
bonobo,mammal,0.8275862068965517
bonobo,capuchins,0.8275862068965517
airways,trachea,0.8275862068965517
wistar,guinea pig,0.8260869565217391
hepatitis,disease,0.8260869565217391
wolf,fox,0.8260869565217391
joey,bambi,0.8260869565217391
duodenum,ileum,0.8260869565217391
hepatitis,gastritis,0.8260869565217391
statins,pravastatin,0.8260869565217391
conventionalized,conventionally-raised,0.8260869565217391
bladder,uterus,0.8260869565217391
bloodstream,blood,0.8260869565217391
colonbiome,micriobiome,0.8260869565217391
lizard,snake,0.8260869565217391
cephalosporin,amoxicillin,0.8260869565217391
premenopausal,reproductive-age,0.8260869565217391
cecum,jejunum,0.8260869565217391
snake,fox,0.8260869565217391
sludge,sewage,0.8260869565217391
dog,bear,0.8260869565217391
military,navy,0.8260869565217391
male,female,0.8260869565217391
prophylaxis,vaccination,0.8260869565217391
metataxonomic,metageonomic,0.8260869565217391
atherosclerosis,hyperlipidemia,0.8245614035087719
fidaxomicin,gentamicin,0.8245614035087719
synbiotics,probiotic,0.8245614035087719
rice,wheat,0.8245614035087719
wolf,leopard,0.8245614035087719
gut-microbiota,microbiome-based,0.8245614035087719
rheumatism,osteoporosis,0.8245614035087719
microbiota-bile,microbiota-associated,0.8245614035087719
baby,child,0.8245614035087719
arthritis,asthma,0.8245614035087719
chimp,chimpanzee,0.8235294117647058
pretreatment,post-treatment,0.8235294117647058
tumour,tumor,0.8235294117647058
dog,sheep,0.8222222222222222
deterioration,decay,0.8222222222222222
immunologic,immunodeficiency,0.8222222222222222
poultry,waterfowl,0.8222222222222222
hpv,hiv,0.8222222222222222
foregut,jejunum,0.8222222222222222
antibiotic-driven,antibiotic-associated,0.8222222222222222
low grain,grain,0.8222222222222222
recto,rectale,0.8222222222222222
levofloxacin,rifampicin,0.8222222222222222
anastomosis,anastomotic,0.8222222222222222
beer,wine,0.8222222222222222
stomach,duodenum,0.8222222222222222
miicrobiota,microbiota-associated,0.8222222222222222
soup,broth,0.8222222222222222
pancreas,intestine,0.8222222222222222
bonobo,lemurs,0.8222222222222222
post-natal,postnatal,0.8222222222222222
gut-microbiome,microbiota-triggered,0.8222222222222222
kidney,cystitis,0.8222222222222222
peatland,grassland,0.8222222222222222
ulcer,gastritis,0.8222222222222222
plant-based,vegan,0.8222222222222222
folivore,herbivore,0.8222222222222222
roux,cooking,0.8222222222222222
age-related,menopause,0.8222222222222222
mictobiota,microbiota-triggered,0.8222222222222222
microbiota-induced,gut-brain,0.8222222222222222
mother-infant,postnatal,0.8222222222222222
antimicrobial,anti-bacterial,0.8222222222222222
drink,beverage,0.8222222222222222
oil palm,coconut,0.8214285714285714
limestone,sedimentary rock,0.8214285714285714
fibromyalgia,lupus,0.8214285714285714
mother,child,0.8214285714285714
cefoperazone,cefotaxime,0.8214285714285714
mycobiome,microbiota-dependent,0.8214285714285714
immunocompromised,immunomodulation,0.8214285714285714
atherosclerosis,atherogenesis,0.8214285714285714
microbiome-derived,microbiota-liver,0.8214285714285714
sarcopenia,cachexia,0.8214285714285714
ceftriaxone,ampicillin,0.8214285714285714
desert,steppe,0.8214285714285714
wine,grape,0.8208955223880597
marmoset,gorilla,0.8181818181818182
healthspan,longevity,0.8181818181818182
sensitized,sensitization,0.8181818181818182
livestock,husbandry,0.8181818181818182
diet-microbiome,microbiome-based,0.8181818181818182
microbiome-dependent,microbiome-based,0.8181818181818182
vole,rodent,0.8181818181818182
microbiota-host,microbiome-wide,0.8181818181818182
microbiota-induced,microbiome-wide,0.8181818181818182
sparrow,avocet,0.8181818181818182
chimp,animal,0.8181818181818182
room,house,0.8181818181818182
poultry,pig,0.8181818181818182
drink,tea,0.8181818181818182
atherosclerotic,ischemic,0.8181818181818182
depressive,anxiety,0.8181818181818182
gastroesophageal,gastro-intestine,0.8181818181818182
glycemia,glycans,0.8181818181818182
komodo,reptile,0.8181818181818182
suburb,city,0.8181818181818182
antibiotic-treated,cefoperazone-treated,0.8181818181818182
cecum,rectum,0.8181818181818182
walnut,berry,0.8181818181818182
rat,woodrat,0.8181818181818182
damage,injury,0.8181818181818182
lymphoma,carcinoma,0.8181818181818182
gerbil,vole,0.8181818181818182
blattella,cockroach,0.8181818181818182
wake,breathe,0.8181818181818182
cefoperazone,ampicilin,0.8181818181818182
littermate,pups,0.8181818181818182
progesterone,hormones,0.8181818181818182
inflammatory bowel disease,gastritis,0.8181818181818182
colitis,peritonitis,0.8181818181818182
forest,grassland,0.8181818181818182
duck,pigeon,0.8181818181818182
vagina,cervico-vaginal,0.8181818181818182
fish-associated,animal-associated,0.8181818181818182
hormones,hormone,0.8181818181818182
autoimmunity,immune-mediated,0.8181818181818182
clindamycin,cefotaxime,0.8181818181818182
prawn,tuna,0.8181818181818182
vole,hamster,0.8148148148148148
tracheobronchial,lung,0.8148148148148148
ova,ovary,0.8148148148148148
bronchus,pharynx,0.8148148148148148
gastro-intestine,jejunum,0.8148148148148148
breastfeeding,mother-infant,0.8148148148148148
orchard,garden,0.8148148148148148
miicrobiota,micriobiome,0.8148148148148148
shrubland,vegetation,0.8148148148148148
atherosclerotic,myocardial,0.8148148148148148
manure,feces,0.8148148148148148
diarrhoea-predominant,enterocolitis,0.8148148148148148
morphine,opioids,0.8148148148148148
wistar,scrofa,0.8148148148148148
soil,manure,0.8148148148148148
lemur,mammal,0.8148148148148148
jackal,lizard,0.8148148148148148
host-microbiota,microbiota-host,0.8148148148148148
nasopharynx,pharynx,0.813953488372093
mother-to-child,pregnancy,0.813953488372093
antibiotic-resistance,antibiotic-mediated,0.813953488372093
conifer,woodland,0.813953488372093
tropical,neotropical,0.813953488372093
bee,honeybee,0.813953488372093
cecum,duodenum,0.813953488372093
obesity-related,obesity,0.813953488372093
giardia,helminth,0.813953488372093
arid,semi-desert,0.813953488372093
mother-to-child,mother-child,0.813953488372093
mouse,deer mouse,0.813953488372093
gut-microbiota,dysbiosis,0.813953488372093
orchard,arbor,0.813953488372093
lymphoblastic,myelogenous,0.813953488372093
mammalian-associated,vertebrate,0.813953488372093
gallbladder,gallstone,0.813953488372093
chimp,mouse,0.813953488372093
charles,elizabeth,0.813953488372093
mucosa,epidermis,0.813953488372093
bird,whale,0.813953488372093
parkinsons,alzheimers,0.813953488372093
animal,cattle,0.813953488372093
drosophila,scrofa,0.813953488372093
manganese,calcium,0.813953488372093
turtle,bear,0.813953488372093
lupus,arthritis,0.8125
human-vaginal,human-skin,0.8125
tetracycline antibiotic,clindamycin,0.8125
beach,sand,0.8125
cat,beagle,0.8125
microbiota-induced,microbiota-triggered,0.8125
joey,monkey,0.8125
turtle,iguanas,0.8125
cockroach,termite,0.8113207547169812
human-vaginal,urogenital tract,0.8113207547169812
menstrual,premenopausal,0.8113207547169812
steatosis,cholestasis,0.8113207547169812
navy,ship,0.8113207547169812
steatohepatitis,cholestasis,0.8113207547169812
wood,conifer,0.8113207547169812
immunoglobulins,immunotherapy,0.8113207547169812
immunization,immunologic,0.8113207547169812
diurnal,nocturnal,0.8113207547169812
agricultural,arable soil,0.8113207547169812
permafrost,arctic,0.8113207547169812
coronary,myocardial,0.8113207547169812
hepatitis,cholestasis,0.8113207547169812
colitis,gastro-intestine,0.8113207547169812
goji,berry,0.8095238095238095
gorillas,animal,0.8095238095238095
tokyo,vienna,0.8095238095238095
peripartum,postnatal,0.8095238095238095
leukemia,diabetes mellitus,0.8095238095238095
athena,artemis,0.8095238095238095
taichung,guangdong,0.8095238095238095
glycans,proteoglycan,0.8095238095238095
rat,guinea pig,0.8095238095238095
soil,sedimentary rock,0.8095238095238095
pylorus,foregut,0.8095238095238095
ciprofloxacin,ceftazidime,0.8095238095238095
ear,nose,0.8095238095238095
breastmilk,lactation,0.8095238095238095
diet-dependent,high-carbohydrate,0.8095238095238095
low fat,high fat diet,0.8095238095238095
mycobiota,miicrobiota,0.8095238095238095
psoriatic,arthritis,0.8095238095238095
dairy food,casein,0.8095238095238095
dysbiosis-induced,dysbiosis,0.8095238095238095
birth,mother-child,0.8095238095238095
non-digestible,digestible,0.8095238095238095
gutmicrobiota,microbiota-based,0.8095238095238095
dog,pig,0.8095238095238095
kuwait,arabia,0.8095238095238095
penicillin,ampicillin,0.8095238095238095
plant,shrub,0.8076923076923077
cat,duck,0.8076923076923077
goat,ham,0.8076923076923077
autoimmunity,immunodeficiency,0.8076923076923077
immunopathology,immunoglobulins,0.8076923076923077
midgut,jejunum,0.8076923076923077
dermatitis,skin,0.8076923076923077
bifidobacteria,bifidogenic,0.8076923076923077
seagrass,marine,0.8076923076923077
microbiota-bile,microbiome-wide,0.8076923076923077
fox,bat,0.8076923076923077
diet,nutrition,0.8076923076923077
gutmicrobiota,probiotic,0.8076923076923077
cefoperazone,amoxicillin,0.8076923076923077
saccharide,fructose,0.8076923076923077
bifidobacteria,probiotic,0.8076923076923077
hyperuricemia,hyperlipidemia,0.8076923076923077
sparrow,frog,0.8076923076923077
deer,cattle,0.8076923076923077
low fat,whole-grain,0.8076923076923077
gastroenteritis,enterocolitis,0.8076923076923077
avocet,eagle,0.8076923076923077
undernutrition,undernourished,0.8076923076923077
liver,spleen,0.8076923076923077
uterus,ovarian,0.8064516129032258
guinea pig,mouse,0.8064516129032258
adenoma,tumor,0.8064516129032258
ciprofloxacin,metronidazole,0.8064516129032258
